,paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
762031,10.1007/978-3-319-34129-3_42,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Rob,Brennan,grid.8217.c,Trinity College Dublin,Dublin,Ireland,IE,Trinity College Dublin,Building the Seshat Ontology for a Global History Databank,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
762032,10.1007/978-3-319-34129-3_42,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Kevin,Feeney,grid.8217.c,Trinity College Dublin,Dublin,Ireland,IE,Trinity College Dublin,Building the Seshat Ontology for a Global History Databank,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
762033,10.1007/978-3-319-34129-3_42,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Gavin,Mendel-Gleason,grid.8217.c,Trinity College Dublin,Dublin,Ireland,IE,Trinity College Dublin,Building the Seshat Ontology for a Global History Databank,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
762034,10.1007/978-3-319-34129-3_42,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,4,Bojan,Bozic,grid.8217.c,Trinity College Dublin,Dublin,Ireland,IE,Trinity College Dublin,Building the Seshat Ontology for a Global History Databank,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761943,10.1007/978-3-319-34129-3_2,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Gerard,Melo,grid.12527.33,Tsinghua University,Beijing,China,CN,Tsinghua University,Heuristics for Connecting Heterogeneous Knowledge via FrameBase,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
892395,10.1007/978-3-319-18818-8_31,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,2,Gerard,Melo,grid.12527.33,Tsinghua University,Beijing,China,CN,Tsinghua University,FrameBase: Representing N-Ary Relations Using Semantic Frames,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
661711,10.1007/978-3-642-02121-3_12,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Philipp,Cimiano,grid.5292.c,Delft University of Technology,Delft,Netherlands,NL,TU Delft,Towards Linguistically Grounded Ontologies,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
852236,10.1007/978-3-642-13489-0_43,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Qi,Gao,grid.5292.c,Delft University of Technology,Delft,Netherlands,NL,TU Delft,Towards Trust in Web Content Using Semantic Web Technologies,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
319013,10.1007/978-3-642-21034-1_28,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Rafael,Peñaloza,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,A Practical Approach for Computing Generalization Inferences in $\\mathcal{EL}$\n,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
319014,10.1007/978-3-642-21034-1_28,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Anni-Yasmin,Turhan,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,A Practical Approach for Computing Generalization Inferences in $\\mathcal{EL}$\n,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
516280,10.1007/978-3-319-58068-5_26,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,David,Carral,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,Rule-Based OWL Modeling with ROWLTab Protégé Plugin,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
661877,10.1007/978-3-642-02121-3_78,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Barış,Sertkaya,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,\n              OntoComP: A Protégé Plugin for Completing OWL Ontologies,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
718357,10.1007/978-3-540-68234-9_19,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,1,Boontawee,Suntisrivaraporn,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,Module Extraction and Incremental Classification: A Pragmatic Approach for $\\ensuremath{\\mathcal{EL}^+}$ Ontologies,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
970923,10.1007/978-3-642-13486-9_12,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Rafael,Peñaloza,grid.4488.0,Dresden University of Technology,Dresden,Germany,DE,TU Dresden,A Generic Approach for Correcting Access Restrictions to a Consequence,10.1007/978-3-642-13486-9,The Semantic Web: Research and Applications,"7th Extended Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 2, 2010, Proceedings, Part I",OpenAccess,2010-01-01
661901,10.1007/978-3-642-02121-3_65,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Barbara,Kump,grid.410413.3,Graz University of Technology,Graz,Austria,AT,TU Graz. Inffeldgasse 21a,MoKi: The Enterprise Modelling Wiki,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661902,10.1007/978-3-642-02121-3_65,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,3,Stefanie,Lindstaedt,grid.410413.3,Graz University of Technology,Graz,Austria,AT,TU Graz. Inffeldgasse 21a,MoKi: The Enterprise Modelling Wiki,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661905,10.1007/978-3-642-02121-3_65,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,5,Viktoria,Pammer,grid.410413.3,Graz University of Technology,Graz,Austria,AT,TU Graz. Inffeldgasse 21a,MoKi: The Enterprise Modelling Wiki,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
335739,10.1007/978-3-319-47602-5_3,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,4,Andrey,Gubichev,grid.6936.a,Technical University Munich,Munich,Germany,DE,TU Munich,Some Thoughts on OWL-Empowered SPARQL Query Optimization,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
910596,10.1007/978-3-642-25953-1_2,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Muriel,Foulonneau,,,,,,Tudor Research Centre,Generating Educational Assessment Items from Linked Open Data: The Case of DBpedia,10.1007/978-3-642-25953-1,The Semantic Web: ESWC 2011 Workshops,"Workshops at the 8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Greece, May 29-30, 2011, Revised Selected Papers",OpenAccess,2012-01-01
713101,10.1007/978-3-642-30284-8_4,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Aleksander,Kołcz,,,,,,Twitter,Large Scale Learning at Twitter,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
484466,10.1007/11431053_33,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,3,Lars,Schmidt-Thieme,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,U of Freiburg,Collaborative and Usage-Driven Evolution of Personal Ontologies,10.1007/b136731,The Semantic Web: Research and Applications,"Second European Semantic Web Conference, ESWC 2005, Heraklion, Crete, Greece, May 29--June 1, 2005, Proceedings",OpenAccess,2005-01-01
484464,10.1007/11431053_33,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Peter,Haase,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,U of Karlsruhe,Collaborative and Usage-Driven Evolution of Personal Ontologies,10.1007/b136731,The Semantic Web: Research and Applications,"Second European Semantic Web Conference, ESWC 2005, Heraklion, Crete, Greece, May 29--June 1, 2005, Proceedings",OpenAccess,2005-01-01
484467,10.1007/11431053_33,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,4,York,Sure,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,U of Karlsruhe,Collaborative and Usage-Driven Evolution of Personal Ontologies,10.1007/b136731,The Semantic Web: Research and Applications,"Second European Semantic Web Conference, ESWC 2005, Heraklion, Crete, Greece, May 29--June 1, 2005, Proceedings",OpenAccess,2005-01-01
484465,10.1007/11431053_33,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Andreas,Hotho,grid.5155.4,University of Kassel,Kassel,Germany,DE,U of Kassel,Collaborative and Usage-Driven Evolution of Personal Ontologies,10.1007/b136731,The Semantic Web: Research and Applications,"Second European Semantic Web Conference, ESWC 2005, Heraklion, Crete, Greece, May 29--June 1, 2005, Proceedings",OpenAccess,2005-01-01
892428,10.1007/978-3-319-18818-8_36,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,4,Jordan,Read,,,,,,U.S. Geological Survey,Supporting Open Collaboration in Science Through Explicit and Linked Semantic Description of Processes,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
1083069,10.1007/978-3-319-11955-7_58,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Narciso Moura,Arruda,grid.8395.7,Universidade Federal do Ceará,Fortaleza,Brazil,BR,UFC,TRTML - A Tripleset Recommendation Tool Based on Supervised Learning Algorithms,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
661824,10.1007/978-3-642-02121-3_9,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Thorsten,Liebig,grid.6582.9,University of Ulm,Ulm,Germany,DE,Ulm University,Who the Heck Is the Father of Bob?,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661826,10.1007/978-3-642-02121-3_9,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,4,Olaf,Noppens,grid.6582.9,University of Ulm,Ulm,Germany,DE,Ulm University,Who the Heck Is the Father of Bob?,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
718521,10.1007/978-3-540-68234-9_75,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,4,Daniel,Döegl,,,,,,Uma Information Technology GmbH,"GRISINO - An Integrated Infrastructure for Semantic Web Services, Grid Computing and Intelligent Objects",10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
1083139,10.1007/978-3-319-11955-7_2,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Didier,Cherix,,,,,,Unister GmbH,Lessons Learned — The Case of CROCUS: Cluster-Based Ontology Data Cleansing,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083141,10.1007/978-3-319-11955-7_2,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Ricardo,Usbeck,,,,,,Unister GmbH,Lessons Learned — The Case of CROCUS: Cluster-Based Ontology Data Cleansing,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083142,10.1007/978-3-319-11955-7_2,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,3,Andreas,Both,,,,,,Unister GmbH,Lessons Learned — The Case of CROCUS: Cluster-Based Ontology Data Cleansing,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082927,10.1007/978-3-319-11955-7_44,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Gabriela,Montoya,grid.4444.0,French National Centre for Scientific Research,Paris,France,FR,Unit UMR6241 of the Centre National de la Recherche Scientifique (CNRS),SemLAV: Querying Deep Web and Linked Open Data with SPARQL,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
335671,10.1007/978-3-319-47602-5_34,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Noorani,Bakerally,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Etienne, CNRS, Laboratoire Hubert Curien UMR 5516",Smart City Artifacts Web Portal,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335672,10.1007/978-3-319-47602-5_34,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Olivier,Boissier,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Etienne, CNRS, Laboratoire Hubert Curien UMR 5516",Smart City Artifacts Web Portal,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335673,10.1007/978-3-319-47602-5_34,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Antoine,Zimmermann,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Etienne, CNRS, Laboratoire Hubert Curien UMR 5516",Smart City Artifacts Web Portal,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335797,10.1007/978-3-319-47602-5_45,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Antoine,Zimmermann,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Étienne, CNRS, Laboratoire Hubert Curien UMR 5516",Assessing Trust with PageRank in the Web of Data,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
516374,10.1007/978-3-319-58068-5_3,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Maxime,Lefrançois,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Étienne, CNRS, Laboratoire Hubert Curien UMR 5516",A SPARQL Extension for Generating RDF from Heterogeneous Formats,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
516375,10.1007/978-3-319-58068-5_3,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,2,Antoine,Zimmermann,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Étienne, CNRS, Laboratoire Hubert Curien UMR 5516",A SPARQL Extension for Generating RDF from Heterogeneous Formats,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
516376,10.1007/978-3-319-58068-5_3,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Noorani,Bakerally,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, MINES Saint-Étienne, CNRS, Laboratoire Hubert Curien UMR 5516",A SPARQL Extension for Generating RDF from Heterogeneous Formats,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
335795,10.1007/978-3-319-47602-5_45,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,José M.,Giménez-García,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, UJM-Saint-Étienne, CNRS, Laboratoire Hubert Curien UMR 5516",Assessing Trust with PageRank in the Web of Data,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
516225,10.1007/978-3-319-58068-5_27,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Julien,Subercaze,grid.424462.2,Mines Saint-Etienne,Saint-Etienne,France,FR,"Univ Lyon, UJM-Saint-Etienne, CNRS, Laboratoire Hubert Curien, UMR 5516",Chaudron: Extending DBpedia with Measurement,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
892402,10.1007/978-3-319-18818-8_16,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,José M.,Giménez-García,grid.5239.d,University of Valladolid,Valladolid,Spain,ES,Univ. de Valladolid,HDT-MR: A Scalable Solution for RDF Compression with HDT and MapReduce,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892404,10.1007/978-3-319-18818-8_16,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Miguel A.,Martínez-Prieto,grid.5239.d,University of Valladolid,Valladolid,Spain,ES,Univ. de Valladolid,HDT-MR: A Scalable Solution for RDF Compression with HDT and MapReduce,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
661759,10.1007/978-3-642-02121-3_49,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Jeff Z.,Pan,grid.7107.1,University of Aberdeen,Aberdeen,United Kingdom,GB,Univ. of Aberdeen,Reducing Ambiguity in Tagging Systems with Folksonomy Search Expansion,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661760,10.1007/978-3-642-02121-3_49,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Stuart,Taylor,grid.7107.1,University of Aberdeen,Aberdeen,United Kingdom,GB,Univ. of Aberdeen,Reducing Ambiguity in Tagging Systems with Folksonomy Search Expansion,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661761,10.1007/978-3-642-02121-3_49,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,3,Edward,Thomas,grid.7107.1,University of Aberdeen,Aberdeen,United Kingdom,GB,Univ. of Aberdeen,Reducing Ambiguity in Tagging Systems with Folksonomy Search Expansion,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
718298,10.1007/978-3-540-68234-9_26,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,3,Eduardo,Mena,grid.11205.37,University of Zaragoza,Zaragoza,Spain,ES,Univ. of Zaragoza,Enriching an Ontology with Multilingual Information,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718550,10.1007/978-3-540-68234-9_60,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,3,Eduardo,Mena,grid.11205.37,University of Zaragoza,Zaragoza,Spain,ES,Univ. of Zaragoza,LabelTranslator - A Tool to Automatically Localize an Ontology,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
516347,10.1007/978-3-319-58068-5_21,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,7,Xavier,Tannier,grid.5842.b,Univ. Paris-Sud,Paris,France,FR,Univ. Paris-Sud,Combining Word and Entity Embeddings for Entity Linking,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
335748,10.1007/978-3-319-47602-5_7,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Hanane,Ouksili,grid.12832.3a,Univ. Versailles St Quentin,Paris,France,FR,Univ. Versailles St Quentin,Pattern-Based Keyword Search on RDF Data,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335750,10.1007/978-3-319-47602-5_7,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Zoubida,Kedad,grid.12832.3a,Univ. Versailles St Quentin,Paris,France,FR,Univ. Versailles St Quentin,Pattern-Based Keyword Search on RDF Data,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335751,10.1007/978-3-319-47602-5_7,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Stéphane,Lopes,grid.12832.3a,Univ. Versailles St Quentin,Paris,France,FR,Univ. Versailles St Quentin,Pattern-Based Keyword Search on RDF Data,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
762050,10.1007/978-3-319-34129-3_15,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,4,Manolis,Koubarakis,grid.5216.0,National and Kapodistrian University of Athens,Athens,Greece,GR,Univeristy of Athens,Full-Text Support for Publish/Subscribe Ontology Systems,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
368553,10.1007/978-3-642-21064-8_7,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Carlos,Hurtado,grid.440617.0,Adolfo Ibáñez University,Santiago,Chile,CL,Universidad Adolfo Ibañez,RDFS Update: From Theory to Practice,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
661730,10.1007/978-3-642-02121-3_22,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Carlos A.,Hurtado,grid.440617.0,Adolfo Ibáñez University,Santiago,Chile,CL,Universidad Adolfo Ibáñez,Ranking Approximate Answers to Semantic Web Queries,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
1102071,10.1007/978-3-540-25956-5_33,esws,ESWS,European Semantic Web Symposium,"Heraklion, Crete",Greece,1,Pablo,Castells,grid.5515.4,Autonomous University of Madrid,Madrid,Spain,ES,Universidad Autńoma de Madrid,Semantic Web Technologies for Economic and Financial Information Management,10.1007/b97867,The Semantic Web: Research and Applications,"First European Semantic Web Symposium, ESWS 2004, Heraklion, Crete, Greece, May 10-12, 2004, Proceedings",Restricted,2004-01-01
1102074,10.1007/978-3-540-25956-5_33,esws,ESWS,European Semantic Web Symposium,"Heraklion, Crete",Greece,4,Mariano,Rico,grid.5515.4,Autonomous University of Madrid,Madrid,Spain,ES,Universidad Autńoma de Madrid,Semantic Web Technologies for Economic and Financial Information Management,10.1007/b97867,The Semantic Web: Research and Applications,"First European Semantic Web Symposium, ESWS 2004, Heraklion, Crete, Greece, May 10-12, 2004, Proceedings",Restricted,2004-01-01
318954,10.1007/978-3-642-21034-1_16,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,4,Fernando,Díez,grid.5515.4,Autonomous University of Madrid,Madrid,Spain,ES,Universidad Autónoma de Madrid,FootbOWL: Using a Generic Ontology of Football Competition for Planning Match Summaries,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
